% ground data set
@relation ground
@attribute H real
@attribute S real
@attribute V real
@attribute class {0, 1}
@data
0.232026, 0.579545, 0.345098, 0
0.266667, 0.515464, 0.380392, 0
0.666667, 0.195122, 0.160784, 1
0.533333, 0.128205, 0.152941, 1
0.850000, 0.041494, 0.945098, 1
0.200980, 0.485714, 0.274510, 1
0.285429, 0.707627, 0.925490, 1
0.444444, 0.255319, 0.184314, 1
0.315789, 0.301587, 0.247059, 0
0.270833, 0.481928, 0.325490, 1
0.192308, 0.288889, 0.176471, 1
0.666667, 0.058824, 0.133333, 1
0.351852, 0.285714, 0.247059, 0
0.279762, 0.437500, 0.250980, 1
0.270833, 0.549020, 0.400000, 0
0.287582, 0.500000, 0.400000, 0
0.277778, 0.088235, 0.133333, 0
0.280864, 0.545455, 0.388235, 0
0.182796, 0.455882, 0.266667, 1
0.303922, 0.309091, 0.215686, 1
0.185185, 0.450000, 0.235294, 1
0.265432, 0.380282, 0.278431, 0
0.123656, 0.492063, 0.247059, 1
0.266667, 0.550000, 0.392157, 0
0.378788, 0.234043, 0.184314, 1
0.378788, 0.244444, 0.176471, 1
0.571429, 0.184211, 0.149020, 1
0.399123, 0.436782, 0.341176, 1
0.257310, 0.581633, 0.384314, 0
0.444444, 0.225000, 0.156863, 1
0.270833, 0.554455, 0.396078, 0
0.500000, 0.162162, 0.145098, 1
0.270833, 0.481928, 0.325490, 0
0.273333, 0.515464, 0.380392, 0
0.416667, 0.055556, 0.141176, 1
0.267241, 0.557692, 0.407843, 0
0.700000, 0.142857, 0.137255, 1
0.195122, 0.585714, 0.274510, 1
0.283688, 0.500000, 0.368627, 0
0.289583, 0.559441, 0.560784, 1
0.500000, 0.153846, 0.152941, 1
0.258706, 0.582609, 0.450980, 0
0.281250, 0.313725, 0.200000, 0
0.500000, 0.255319, 0.184314, 1
0.416667, 0.054054, 0.145098, 0
0.190476, 0.362069, 0.227451, 1
0.633333, 0.121951, 0.160784, 1
0.355072, 0.370968, 0.243137, 1
0.267241, 0.574257, 0.396078, 0
0.002924, 0.662791, 0.337255, 1
0.047009, 0.573529, 0.266667, 0
0.362069, 0.487395, 0.466667, 1
0.266667, 0.549451, 0.356863, 0
0.276515, 0.505747, 0.341176, 0
0.366667, 0.121951, 0.160784, 1
0.229167, 0.592593, 0.317647, 1
0.255556, 0.294118, 0.200000, 1
0.261111, 0.560748, 0.419608, 0
0.255051, 0.578947, 0.447059, 0
0.265873, 0.494118, 0.333333, 0
0.291667, 0.444444, 0.282353, 0
0.275362, 0.261364, 0.345098, 1
0.028846, 0.611765, 0.333333, 0
0.184685, 0.552239, 0.262745, 0
0.265027, 0.559633, 0.427451, 0
0.314554, 0.546154, 0.509804, 1
0.700000, 0.138889, 0.141176, 1
0.270833, 0.543689, 0.403922, 0
0.444444, 0.157895, 0.149020, 1
0.285714, 0.328125, 0.250980, 0
0.272222, 0.400000, 0.294118, 0
0.818182, 0.045455, 0.949020, 1
0.861111, 0.049587, 0.949020, 1
0.274194, 0.563636, 0.431373, 0
0.291667, 0.387097, 0.243137, 1
0.266667, 0.490196, 0.400000, 1
0.255208, 0.463768, 0.270588, 0
0.236111, 0.428571, 0.219608, 1
0.252451, 0.586207, 0.454902, 0
0.270440, 0.519608, 0.400000, 0
0.000000, 0.500000, 0.282353, 0
0.385057, 0.397260, 0.286275, 1
0.533333, 0.138889, 0.141176, 0
0.177305, 0.626667, 0.294118, 0
0.271318, 0.488636, 0.345098, 0
0.260417, 0.566372, 0.443137, 0
0.327778, 0.375000, 0.313725, 1
0.384615, 0.270833, 0.188235, 1
0.294574, 0.457447, 0.368627, 0
0.444444, 0.272727, 0.215686, 1
0.416667, 0.055556, 0.141176, 1
0.280000, 0.520833, 0.376471, 1
0.616667, 0.222222, 0.176471, 1
0.395833, 0.320000, 0.196078, 1
0.694444, 0.162162, 0.145098, 0
0.178571, 0.264151, 0.207843, 1
0.270833, 0.543689, 0.403922, 0
0.255208, 0.438356, 0.286275, 0
0.274691, 0.529412, 0.400000, 0
0.944444, 0.025532, 0.921569, 1
0.248062, 0.505882, 0.333333, 0
0.611111, 0.090909, 0.129412, 1
0.282946, 0.623188, 0.541176, 1
0.992063, 0.591549, 0.278431, 1
0.192982, 0.550725, 0.270588, 1
0.458333, 0.105263, 0.149020, 1
0.444444, 0.146341, 0.160784, 1
0.260684, 0.458824, 0.333333, 0
0.277778, 0.532710, 0.419608, 0
0.190476, 0.428571, 0.192157, 1
0.265027, 0.570093, 0.419608, 0
0.611111, 0.081081, 0.145098, 1
0.700000, 0.116279, 0.168627, 1
0.020408, 0.597561, 0.321569, 0
0.275510, 0.532609, 0.360784, 0
0.266667, 0.520833, 0.376471, 0
0.271318, 0.488636, 0.345098, 0
0.274691, 0.529412, 0.400000, 0
0.371795, 0.265306, 0.192157, 1
0.198113, 0.588889, 0.352941, 1
0.393720, 0.650943, 0.415686, 1
0.366667, 0.277778, 0.141176, 1
0.361111, 0.250000, 0.188235, 1
0.272727, 0.423077, 0.305882, 0
0.559524, 0.233333, 0.235294, 0
0.611111, 0.088235, 0.133333, 1
0.265873, 0.477273, 0.345098, 0
0.410256, 0.282609, 0.180392, 1
0.604167, 0.205128, 0.152941, 1
0.254237, 0.561905, 0.411765, 0
0.268889, 0.595238, 0.494118, 1
0.263889, 0.510638, 0.368627, 1
0.533333, 0.142857, 0.137255, 1
0.262963, 0.529412, 0.333333, 0
0.295918, 0.515789, 0.372549, 1
0.275362, 0.370968, 0.243137, 1
0.500000, 0.166667, 0.141176, 1
0.021277, 0.580247, 0.317647, 0
0.388889, 0.139535, 0.168627, 1
0.289683, 0.471910, 0.349020, 0
0.266667, 0.526316, 0.372549, 0
0.023256, 0.544304, 0.309804, 0
0.275362, 0.616071, 0.439216, 0
0.270833, 0.538462, 0.407843, 0
0.244048, 0.459016, 0.239216, 0
0.260684, 0.469880, 0.325490, 0
0.263158, 0.493506, 0.301961, 0
0.265625, 0.450704, 0.278431, 0
0.273333, 0.537634, 0.364706, 0
0.091667, 0.555556, 0.282353, 0
0.777778, 0.088235, 0.133333, 1
0.244131, 0.601695, 0.462745, 1
0.280142, 0.505376, 0.364706, 0
0.422222, 0.319149, 0.184314, 1
0.395833, 0.340426, 0.184314, 1
0.271318, 0.483146, 0.349020, 0
0.238095, 0.152174, 0.180392, 0
0.666667, 0.058824, 0.133333, 1
0.266667, 0.515464, 0.380392, 0
0.183908, 0.500000, 0.227451, 1
0.195122, 0.539474, 0.298039, 1
0.247312, 0.418919, 0.290196, 0
0.257813, 0.561404, 0.447059, 0
0.378788, 0.244444, 0.176471, 1
0.217391, 0.657143, 0.411765, 1
0.265873, 0.500000, 0.329412, 1
0.385417, 0.307692, 0.203922, 1
0.270833, 0.549020, 0.400000, 0
0.270440, 0.524752, 0.396078, 0
0.366667, 0.135135, 0.145098, 1
0.263158, 0.564356, 0.396078, 0
0.285714, 0.145833, 0.188235, 0
0.262963, 0.511364, 0.345098, 0
0.196970, 0.224490, 0.192157, 1
0.265625, 0.444444, 0.282353, 0
0.194444, 0.166667, 0.141176, 1
0.277778, 0.531250, 0.376471, 0
0.444444, 0.225000, 0.156863, 1
0.184685, 0.544118, 0.266667, 1
0.270440, 0.514563, 0.403922, 0
0.275510, 0.515789, 0.372549, 0
0.571429, 0.179487, 0.152941, 1
0.274691, 0.551020, 0.384314, 0
0.481481, 0.230769, 0.152941, 1
0.272222, 0.422535, 0.278431, 0
0.422222, 0.326087, 0.180392, 1
0.410256, 0.302326, 0.168627, 1
0.271318, 0.494253, 0.341176, 0
0.263158, 0.542857, 0.411765, 0
0.267241, 0.568627, 0.400000, 0
0.228070, 0.570000, 0.392157, 1
0.263158, 0.513514, 0.290196, 0
0.233333, 0.108696, 0.180392, 0
0.221311, 0.616162, 0.388235, 1
0.805556, 0.139535, 0.168627, 1
0.276515, 0.494382, 0.349020, 0
0.258621, 0.381579, 0.298039, 0
0.371795, 0.260000, 0.196078, 1
0.611111, 0.090909, 0.129412, 1
0.361111, 0.235294, 0.200000, 0
0.263158, 0.564356, 0.396078, 0
0.458333, 0.111111, 0.141176, 1
0.262963, 0.511364, 0.345098, 0
0.268519, 0.467532, 0.301961, 0
0.212121, 0.239130, 0.180392, 0
0.378788, 0.244444, 0.176471, 1
0.271318, 0.483146, 0.349020, 0
0.353333, 0.342466, 0.286275, 0
0.309524, 0.269231, 0.203922, 1
0.275000, 0.333333, 0.235294, 0
0.271739, 0.500000, 0.360784, 0
0.194444, 0.521739, 0.270588, 1
0.276042, 0.566372, 0.443137, 0
0.364583, 0.313725, 0.200000, 1
0.270833, 0.549020, 0.400000, 0
0.269841, 0.663158, 0.372549, 0
0.574074, 0.225000, 0.156863, 1
0.285714, 0.318182, 0.258824, 0
0.916667, 0.062500, 0.125490, 1
0.275510, 0.515789, 0.372549, 0
0.116667, 0.227273, 0.172549, 1
0.253788, 0.505747, 0.341176, 0
0.266667, 0.520833, 0.376471, 0
0.267241, 0.542056, 0.419608, 0
0.201550, 0.573333, 0.294118, 1
0.458333, 0.111111, 0.141176, 1
0.259259, 0.545455, 0.388235, 0
0.233333, 0.142857, 0.137255, 1
0.161290, 0.476923, 0.254902, 1
0.261905, 0.603448, 0.454902, 0
0.274691, 0.534653, 0.396078, 0
0.294521, 0.532847, 0.537255, 1
0.257576, 0.372881, 0.231373, 0
0.277778, 0.560748, 0.419608, 0
0.212121, 0.250000, 0.172549, 0
0.439394, 0.255814, 0.168627, 1
0.297619, 0.259259, 0.211765, 1
0.254762, 0.593220, 0.462745, 0
0.265873, 0.477273, 0.345098, 0
0.604167, 0.210526, 0.149020, 1
0.185714, 0.492958, 0.278431, 0
0.271739, 0.500000, 0.360784, 0
0.333333, 0.274336, 0.443137, 1
0.242187, 0.735632, 0.341176, 1
0.611111, 0.085714, 0.137255, 1
0.166667, 0.266667, 0.176471, 1
0.258427, 0.700787, 0.498039, 1
0.314554, 0.586777, 0.474510, 1
0.270833, 0.493827, 0.317647, 0
0.276515, 0.494382, 0.349020, 0
0.369565, 0.410714, 0.219608, 1
0.388889, 0.358209, 0.262745, 1
0.254902, 0.346939, 0.192157, 1
0.407407, 0.219512, 0.160784, 1
0.308219, 0.618644, 0.462745, 1
0.270833, 0.470588, 0.333333, 0
0.263441, 0.563636, 0.431373, 0
0.215054, 0.436620, 0.278431, 0
0.207692, 0.637255, 0.400000, 1
0.275510, 0.521277, 0.368627, 0
0.229167, 0.600000, 0.313725, 0
0.261905, 0.646154, 0.509804, 0
0.265027, 0.570093, 0.419608, 0
0.023256, 0.573333, 0.294118, 0
0.193878, 0.576471, 0.333333, 0
0.116667, 0.222222, 0.176471, 0
0.309524, 0.264151, 0.207843, 1
0.270833, 0.538462, 0.407843, 0
0.276515, 0.505747, 0.341176, 0
0.318182, 0.234043, 0.184314, 1
0.200000, 0.125000, 0.156863, 1
0.371795, 0.216667, 0.235294, 1
0.373397, 0.693333, 0.588235, 1
0.281250, 0.285714, 0.219608, 1
0.333333, 0.226415, 0.207843, 0
0.252033, 0.518987, 0.309804, 0
0.277778, 0.469880, 0.325490, 0
0.265873, 0.500000, 0.329412, 0
0.273504, 0.464286, 0.329412, 0
0.268116, 0.377049, 0.239216, 0
0.178295, 0.565789, 0.298039, 0
0.294118, 0.369565, 0.180392, 1
0.230159, 0.403846, 0.203922, 1
0.275510, 0.515789, 0.372549, 0
0.272727, 0.578947, 0.447059, 0
0.700000, 0.142857, 0.137255, 1
0.250000, 0.426230, 0.239216, 0
0.161202, 0.544643, 0.439216, 1
0.277778, 0.481481, 0.317647, 1
0.333333, 0.244898, 0.192157, 1
0.407407, 0.209302, 0.168627, 1
0.181818, 0.400000, 0.215686, 1
0.245614, 0.372549, 0.200000, 1
0.282051, 0.624000, 0.490196, 0
0.245614, 0.345455, 0.215686, 1
0.312500, 0.163265, 0.192157, 0
0.009259, 0.514286, 0.274510, 1
0.268519, 0.473684, 0.298039, 1
0.260684, 0.487500, 0.313725, 0
0.041667, 0.571429, 0.329412, 0
0.333333, 0.210526, 0.223529, 1
0.333333, 0.333333, 0.223529, 1
0.378788, 0.229167, 0.188235, 1
0.279762, 0.394366, 0.278431, 0
0.384615, 0.288889, 0.176471, 1
0.260684, 0.500000, 0.305882, 0
0.267157, 0.576271, 0.462745, 0
0.416667, 0.057143, 0.137255, 1
0.254237, 0.602041, 0.384314, 0
0.364583, 0.313725, 0.200000, 1
0.194444, 0.130435, 0.180392, 0
0.516667, 0.425532, 0.184314, 1
0.287879, 0.239130, 0.180392, 1
0.303279, 0.516949, 0.462745, 1
0.280488, 0.488095, 0.329412, 0
0.274691, 0.524272, 0.403922, 0
0.266667, 0.555556, 0.352941, 0
0.275510, 0.515789, 0.372549, 0
0.291667, 0.363636, 0.258824, 1
0.260563, 0.591667, 0.470588, 0
0.267094, 0.614173, 0.498039, 0
0.270492, 0.580952, 0.411765, 0
0.266667, 0.517241, 0.341176, 0
0.267241, 0.568627, 0.400000, 0
0.333333, 0.333333, 0.223529, 1
0.238095, 0.500000, 0.329412, 0
0.263158, 0.558824, 0.400000, 0
0.256410, 0.481481, 0.317647, 0
0.500000, 0.254545, 0.215686, 1
0.611111, 0.088235, 0.133333, 1
0.272487, 0.557522, 0.443137, 0
0.271739, 0.489362, 0.368627, 0
0.666667, 0.205128, 0.152941, 1
0.273504, 0.475610, 0.321569, 1
0.282051, 0.555556, 0.458824, 0
0.286920, 0.576642, 0.537255, 0
0.267241, 0.552381, 0.411765, 0
0.259259, 0.562500, 0.376471, 0
0.266667, 0.580357, 0.439216, 0
0.366667, 0.128205, 0.152941, 1
0.267241, 0.574257, 0.396078, 0
0.152778, 0.529412, 0.266667, 1
0.267241, 0.542056, 0.419608, 0
0.283784, 0.456790, 0.317647, 0
0.284038, 0.568000, 0.490196, 0
0.259259, 0.545455, 0.388235, 0
0.036458, 0.507937, 0.247059, 1
0.265027, 0.575472, 0.415686, 0
0.250000, 0.347826, 0.270588, 1
0.638889, 0.162162, 0.145098, 1
0.166667, 0.575758, 0.258824, 1
0.267157, 0.571429, 0.466667, 0
0.270833, 0.528302, 0.415686, 0
0.267241, 0.557692, 0.407843, 0
0.208333, 0.548387, 0.486275, 1
0.272487, 0.562500, 0.439216, 0
0.283688, 0.484536, 0.380392, 0
0.250000, 0.539326, 0.349020, 0
0.280702, 0.537736, 0.415686, 0
0.384615, 0.270833, 0.188235, 1
0.274194, 0.568807, 0.427451, 0
0.200000, 0.576923, 0.305882, 1
0.611111, 0.083333, 0.141176, 1
0.012821, 0.440678, 0.231373, 1
0.273333, 0.510204, 0.384314, 0
0.254237, 0.561905, 0.411765, 0
0.251812, 0.696970, 0.517647, 1
0.183908, 0.659091, 0.172549, 1
0.276423, 0.482353, 0.333333, 1
0.280864, 0.514286, 0.411765, 0
0.259494, 0.607692, 0.509804, 0
0.083333, 0.384615, 0.203922, 0
0.248718, 0.590909, 0.431373, 0
0.287879, 0.220000, 0.196078, 1
0.351852, 0.285714, 0.247059, 1
0.241667, 0.487805, 0.321569, 0
0.245614, 0.426966, 0.349020, 1
0.260417, 0.598131, 0.419608, 0
0.248718, 0.585586, 0.435294, 0
0.262821, 0.559140, 0.364706, 0
0.284483, 0.547170, 0.415686, 0
0.270492, 0.559633, 0.427451, 0
0.166667, 0.575758, 0.258824, 1
0.263158, 0.469136, 0.317647, 0
0.944444, 0.214286, 0.164706, 1
0.292308, 0.541667, 0.470588, 0
0.258170, 0.566667, 0.352941, 0
0.260684, 0.453488, 0.337255, 0
0.270531, 0.579832, 0.466667, 0
0.208333, 0.607595, 0.309804, 1
0.290404, 0.554622, 0.466667, 1
0.223404, 0.580247, 0.317647, 1
0.215686, 0.492754, 0.270588, 1
0.295455, 0.540984, 0.478431, 0
0.177778, 0.608108, 0.290196, 1
0.294118, 0.333333, 0.200000, 1
0.196078, 0.531250, 0.250980, 1
0.285088, 0.571429, 0.521569, 0
0.103448, 0.475410, 0.239216, 1
0.270440, 0.519608, 0.400000, 0
0.205128, 0.433333, 0.235294, 1
0.256173, 0.568421, 0.372549, 0
0.333333, 0.375000, 0.250980, 1
0.204545, 0.400000, 0.215686, 1
0.458333, 0.105263, 0.149020, 1
0.260684, 0.475610, 0.321569, 0
0.285714, 0.381818, 0.215686, 1
0.333333, 0.230769, 0.203922, 1
0.562500, 0.195122, 0.160784, 1
0.250000, 0.279070, 0.168627, 1
0.270833, 0.549020, 0.400000, 0
0.266667, 0.544554, 0.396078, 0
0.254237, 0.590000, 0.392157, 0
0.262963, 0.489130, 0.360784, 0
0.322222, 0.288462, 0.203922, 1
0.320513, 0.361111, 0.282353, 1
0.247126, 0.574257, 0.396078, 0
0.265027, 0.592233, 0.403922, 0
0.175676, 0.578125, 0.250980, 1
0.384615, 0.282609, 0.180392, 1
0.700000, 0.138889, 0.141176, 1
0.292453, 0.514563, 0.403922, 0
0.244681, 0.552941, 0.333333, 0
0.218905, 0.752809, 0.349020, 1
0.285088, 0.562963, 0.529412, 0
0.274011, 0.567308, 0.407843, 0
0.175676, 0.536232, 0.270588, 1
0.027778, 0.235294, 0.200000, 1
0.292857, 0.564516, 0.486275, 0
0.256173, 0.562500, 0.376471, 0
0.276515, 0.483516, 0.356863, 0
0.054264, 0.597222, 0.282353, 1
0.274691, 0.529412, 0.400000, 0
0.275510, 0.494949, 0.388235, 0
0.266667, 0.523256, 0.337255, 0
0.267361, 0.500000, 0.376471, 0
0.267241, 0.547170, 0.415686, 0
0.360000, 0.294118, 0.333333, 1
0.270492, 0.564815, 0.423529, 0
0.238095, 0.116667, 0.235294, 1
0.458333, 0.117647, 0.133333, 1
0.291667, 0.500000, 0.376471, 0
0.267361, 0.516129, 0.364706, 0
0.187500, 0.555556, 0.282353, 1
0.263889, 0.533333, 0.352941, 0
0.231183, 0.645833, 0.376471, 1
0.252976, 0.577320, 0.380392, 0
0.260684, 0.464286, 0.329412, 1
0.318841, 0.418182, 0.431373, 1
0.237654, 0.593407, 0.356863, 0
0.277778, 0.570000, 0.392157, 0
0.700000, 0.142857, 0.137255, 1
0.186869, 0.515625, 0.250980, 1
0.277778, 0.481481, 0.317647, 0
0.290323, 0.521008, 0.466667, 1
0.290404, 0.578947, 0.447059, 0
0.270833, 0.543689, 0.403922, 0
0.327273, 0.604396, 0.713725, 1
0.277778, 0.555556, 0.423529, 0
0.262963, 0.511364, 0.345098, 1
0.194444, 0.468750, 0.250980, 1
0.261905, 0.550562, 0.349020, 0
0.262821, 0.553191, 0.368627, 0
0.266667, 0.533981, 0.403922, 0
0.260684, 0.464286, 0.329412, 0
0.166667, 0.553846, 0.254902, 1
0.222222, 0.428571, 0.247059, 1
0.263158, 0.463415, 0.321569, 0
0.277778, 0.504950, 0.396078, 0
0.250000, 0.606061, 0.388235, 0
0.416667, 0.054054, 0.145098, 1
0.152174, 0.403509, 0.223529, 1
0.265027, 0.570093, 0.419608, 0
0.270440, 0.519608, 0.400000, 0
0.700000, 0.142857, 0.137255, 1
0.254237, 0.572816, 0.403922, 0
0.310606, 0.338462, 0.254902, 1
0.638889, 0.166667, 0.141176, 1
0.162963, 0.625000, 0.282353, 1
0.238095, 0.148936, 0.184314, 1
0.611111, 0.096774, 0.121569, 1
0.166667, 0.548387, 0.243137, 1
0.152174, 0.403509, 0.223529, 1
0.181034, 0.682353, 0.333333, 1
0.310606, 0.285714, 0.301961, 1
0.483333, 0.243902, 0.160784, 1
0.191358, 0.442623, 0.239216, 1
0.145161, 0.492063, 0.247059, 1
0.444444, 0.157895, 0.149020, 1
0.270440, 0.519608, 0.400000, 0
0.274194, 0.558559, 0.435294, 0
0.261905, 0.563218, 0.341176, 0
0.533333, 0.131579, 0.149020, 1
0.253788, 0.505747, 0.341176, 0
0.444444, 0.133333, 0.176471, 1
0.262821, 0.547368, 0.372549, 0
0.133333, 0.138889, 0.141176, 1
0.273333, 0.561798, 0.349020, 0
0.293532, 0.540323, 0.486275, 0
0.256944, 0.558140, 0.337255, 0
0.262963, 0.529412, 0.333333, 0
0.270833, 0.481928, 0.325490, 0
0.294643, 0.500000, 0.439216, 1
0.269841, 0.547826, 0.450980, 0
0.666667, 0.058824, 0.133333, 1
0.277778, 0.481132, 0.415686, 0
0.195035, 0.610390, 0.301961, 1
0.283069, 0.552632, 0.447059, 0
0.246377, 0.516854, 0.349020, 1
0.166667, 0.057143, 0.137255, 1
0.276042, 0.561404, 0.447059, 0
0.166667, 0.057143, 0.137255, 1
0.264286, 0.583333, 0.470588, 0
0.243590, 0.553191, 0.368627, 0
0.270440, 0.519608, 0.400000, 0
0.272727, 0.428571, 0.301961, 0
0.286885, 0.544643, 0.439216, 0
0.270440, 0.530000, 0.392157, 0
0.277778, 0.475610, 0.321569, 0
0.317778, 0.535714, 0.549020, 1
0.738095, 0.200000, 0.137255, 1
0.270833, 0.549020, 0.400000, 0
0.185714, 0.479452, 0.286275, 1
0.277778, 0.444444, 0.317647, 0
0.254237, 0.567308, 0.407843, 0
0.248485, 0.578947, 0.372549, 0
0.256944, 0.533333, 0.352941, 1
0.250000, 0.566038, 0.415686, 0
0.262963, 0.511364, 0.345098, 0
0.257937, 0.488372, 0.337255, 0
0.222222, 0.393443, 0.239216, 1
0.254762, 0.619469, 0.443137, 0
0.278607, 0.553719, 0.474510, 0
0.256173, 0.586957, 0.360784, 0
0.263158, 0.452381, 0.329412, 0
0.276423, 0.488095, 0.329412, 1
0.277778, 0.525773, 0.380392, 0
0.287440, 0.575000, 0.470588, 0
0.265027, 0.570093, 0.419608, 0
0.180556, 0.320000, 0.294118, 1
0.604167, 0.205128, 0.152941, 1
0.261905, 0.454545, 0.301961, 1
0.271318, 0.494253, 0.341176, 1
0.277778, 0.548077, 0.407843, 0
0.184685, 0.552239, 0.262745, 1
0.259259, 0.551020, 0.384314, 0
0.175000, 0.563380, 0.278431, 1
0.265873, 0.500000, 0.329412, 0
0.215054, 0.455882, 0.266667, 1
0.277778, 0.548077, 0.407843, 1
0.266667, 0.500000, 0.392157, 0
0.274194, 0.558559, 0.435294, 0
0.299383, 0.519231, 0.407843, 1
0.733333, 0.142857, 0.137255, 1
0.291667, 0.400000, 0.313725, 0
0.255556, 0.294118, 0.200000, 1
0.274011, 0.556604, 0.415686, 0
0.289855, 0.584746, 0.462745, 0
0.353333, 0.378788, 0.258824, 1
0.133333, 0.538462, 0.254902, 1
0.271739, 0.516854, 0.349020, 0
0.183908, 0.500000, 0.227451, 1
0.265027, 0.530435, 0.450980, 0
0.472222, 0.315789, 0.149020, 1
0.133333, 0.403226, 0.243137, 1
0.250000, 0.388060, 0.262745, 0
0.812500, 0.216216, 0.145098, 1
0.265873, 0.482759, 0.341176, 1
0.265873, 0.506024, 0.325490, 0
0.303419, 0.438202, 0.349020, 1
0.241667, 0.519481, 0.301961, 0
0.170833, 0.579710, 0.270588, 1
0.515152, 0.268293, 0.160784, 1
0.245763, 0.602041, 0.384314, 0
0.267241, 0.547170, 0.415686, 0
0.254237, 0.578431, 0.400000, 0
0.277778, 0.487500, 0.313725, 0
0.315789, 0.287879, 0.258824, 0
0.385417, 0.347826, 0.180392, 1
0.315041, 0.543046, 0.592157, 1
0.274775, 0.578125, 0.501961, 0
0.267361, 0.527473, 0.356863, 0
0.212500, 0.571429, 0.274510, 1
0.277778, 0.560748, 0.419608, 0
0.291667, 0.489796, 0.384314, 0
0.175676, 0.528571, 0.274510, 1
0.259259, 0.545455, 0.388235, 0
0.694444, 0.162162, 0.145098, 1
0.267606, 0.606838, 0.458824, 0
0.279762, 0.378378, 0.290196, 0
0.267490, 0.757009, 0.419608, 0
0.000000, 0.000000, 0.184314, 1
0.590909, 0.275000, 0.156863, 1
0.458333, 0.105263, 0.149020, 1
0.282051, 0.555556, 0.458824, 0
0.370370, 0.315789, 0.223529, 1
0.287037, 0.571429, 0.494118, 0
0.265873, 0.482759, 0.341176, 0
0.383721, 0.651515, 0.258824, 1
0.080645, 0.534483, 0.227451, 1
0.256173, 0.529412, 0.400000, 0
0.791667, 0.452830, 0.207843, 1
0.290323, 0.548673, 0.443137, 0
0.273148, 0.585366, 0.482353, 0
0.287440, 0.552000, 0.490196, 0
0.545455, 0.289474, 0.149020, 1
0.283784, 0.445783, 0.325490, 0
0.293651, 0.587413, 0.560784, 1
0.223164, 0.855072, 0.270588, 1
0.239766, 0.575758, 0.388235, 0
0.785714, 0.200000, 0.137255, 1
0.280702, 0.537736, 0.415686, 0
0.188406, 0.597403, 0.301961, 1
0.638889, 0.171429, 0.137255, 1
0.280000, 0.515464, 0.380392, 0
0.305556, 0.139535, 0.168627, 1
0.265873, 0.512195, 0.321569, 1
0.280000, 0.510204, 0.384314, 0
0.171569, 0.539683, 0.247059, 1
0.258621, 0.453125, 0.250980, 1
0.375661, 0.567568, 0.435294, 1
0.287037, 0.571429, 0.494118, 0
0.291667, 0.421053, 0.298039, 1
0.700000, 0.142857, 0.137255, 1
0.270440, 0.530000, 0.392157, 0
0.260563, 0.606838, 0.458824, 0
0.285714, 0.610465, 0.674510, 1
0.274011, 0.556604, 0.415686, 0
0.243590, 0.571429, 0.356863, 0
0.072917, 0.307692, 0.203922, 1
0.280142, 0.500000, 0.368627, 0
0.421245, 0.664234, 0.537255, 1
0.215812, 0.655462, 0.466667, 1
0.111111, 0.418605, 0.168627, 0
0.233333, 0.102041, 0.192157, 1
0.269231, 0.305882, 0.333333, 1
0.277778, 0.455696, 0.309804, 0
0.186992, 0.577465, 0.278431, 1
0.258170, 0.531250, 0.376471, 0
0.262963, 0.517241, 0.341176, 0
0.266667, 0.555556, 0.388235, 0
0.270492, 0.554545, 0.431373, 0
0.349206, 0.344262, 0.239216, 1
0.666667, 0.058824, 0.133333, 1
0.318182, 0.229167, 0.188235, 1
0.439394, 0.261905, 0.164706, 1
0.263441, 0.590476, 0.411765, 0
0.269841, 0.594340, 0.415686, 0
0.625000, 0.292683, 0.160784, 1
0.261111, 0.576923, 0.407843, 0
0.280000, 0.520833, 0.376471, 0
0.328125, 0.426667, 0.294118, 1
0.266667, 0.227273, 0.172549, 1
0.184685, 0.860465, 0.168627, 1
0.254902, 0.586207, 0.341176, 0
0.289855, 0.556452, 0.486275, 0
0.259259, 0.551020, 0.384314, 0
0.280142, 0.505376, 0.364706, 0
0.170455, 0.578947, 0.298039, 1
0.250000, 0.580000, 0.392157, 0
0.258170, 0.525773, 0.380392, 0
0.087719, 0.558824, 0.266667, 1
0.257310, 0.513514, 0.435294, 1
0.257576, 0.372881, 0.231373, 0
0.170455, 0.602740, 0.286275, 1
0.196078, 0.309091, 0.215686, 1
0.199405, 0.643678, 0.341176, 1
0.283069, 0.538462, 0.458824, 0
0.245614, 0.475000, 0.313725, 0
0.666667, 0.055556, 0.141176, 1
0.318182, 0.229167, 0.188235, 1
0.633333, 0.138889, 0.141176, 1
0.351852, 0.310345, 0.227451, 1
0.284091, 0.478261, 0.360784, 0
0.180180, 0.850575, 0.341176, 1
0.263158, 0.548077, 0.407843, 0
0.277778, 0.444444, 0.317647, 0
0.387500, 0.481928, 0.325490, 1
0.192982, 0.575758, 0.258824, 1
0.611111, 0.085714, 0.137255, 1
0.267241, 0.563107, 0.403922, 0
0.250000, 0.585859, 0.388235, 0
0.286885, 0.549550, 0.435294, 0
0.283688, 0.500000, 0.368627, 0
0.068376, 0.557143, 0.274510, 1
0.266667, 0.539216, 0.400000, 0
0.261111, 0.566038, 0.415686, 0
0.196078, 0.723404, 0.184314, 1
0.297619, 0.250000, 0.219608, 1
0.265027, 0.592233, 0.403922, 0
0.285088, 0.524138, 0.568627, 1
0.700000, 0.151515, 0.129412, 1
0.270492, 0.564815, 0.423529, 0
0.260684, 0.481481, 0.317647, 0
0.295918, 0.494949, 0.388235, 0
0.270492, 0.564815, 0.423529, 0
0.181548, 0.674699, 0.325490, 1
